Date,Name,Icon,Type,Quantity,Units,Calories,Deleted,Fat (g),Protein (g),Carbohydrates (g),Saturated Fat (g),Sugars (g),Fiber (g),Cholesterol (mg),Sodium (mg)
06/06/2020,Zucchini,Zucchini,Lunch,2.1,Ounces,10,0,0.18,0.71,1.85,0.6,1.49,0.60,0,4.76
06/06/2020,Raw Daikon Radish,Radish,Lunch,0.7,Ounce,1,0,0.2,0.4,0.21,n/a,0.12,0.9,n/a,n/a
06/06/2020,7 mixed Grains,Grain,Lunch,0.33,Cup,158,0,1.32,3.96,31.68,0,2.64,5.28,0,0
06/06/2020,"Tofu, Medium Firm",Tofu,Lunch,2.75,Ounces,64,0,3.67,7.34,0,0.46,0,0,0,0
06/06/2020,Chicken Stock,Soup,Lunch,0.33,Cup,27,0,0.91,1.87,0.31,n/a,n/a,n/a,n/a,n/a
06/06/2020,Korean Soybean Paste,Sauce,Lunch,1.0,Tablespoon,33,0,1,1,5,n/a,0,0,0,560
06/06/2020,Cooked Vegetable Dumpling,Dumpling,Lunch,2.0,Pieces,88,0,2.80,2.80,12.80,1,1.60,n/a,0,120
06/06/2020,"Egg, Large",Egg,Lunch,2.0,Each,143,0,9.51,12.56,0.72,3.13,0.37,0,372,142
06/06/2020,"Oil, Olive, Extra Virgin",Oil,Lunch,1.0,Teaspoon,40,0,4.50,0,0,0.67,0,0,0,0
06/06/2020,"Chicken, Breast, Meat Only, Grilled",Chicken,Dinner,7.0,Ounces,294,0,6.77,58.60,0,2.10,0,0,210.12,420.24
06/06/2020,"Oil, Olive, Extra Virgin",Oil,Dinner,0.5,Tablespoon,60,0,6.75,0,0,1,0,0,0,0
06/06/2020,"Cucumber, Persian Organic",Cucumber,Dinner,4.0,Each,21,0,0,0,3.56,n/a,n/a,1.78,n/a,n/a
06/06/2020,"Cheese, Feta, Greek Style",Cheese,Dinner,0.7,Ounce,42,0,2.80,3.50,0.70,1.75,0,0,7,259
06/06/2020,Chicken Stock,Soup,Dinner,0.33,Cup,27,0,0.91,1.87,0.31,n/a,n/a,n/a,n/a,n/a
06/06/2020,7 mixed Grains,Grain,Dinner,0.33,Cup,158,0,1.32,3.96,31.68,0,2.64,5.28,0,0
06/06/2020,"Grape Tomatoes, Organic",Tomato,Dinner,1.0,Cup,30,0,0,2,14,0,2,2,0,30
06/06/2020,Bulgarian Yogurt,Yogurt,Dinner,3.0,Tablespoons,26,0,1.50,2.44,0.94,0.84,0.94,0,4.69,30
06/06/2020,"Onion, Yellow, Whole, Small",Onion,Dinner,0.33,Each,9,0,0.2,0.25,2.16,0.1,0.98,0.39,0,0.92
06/06/2020,"Wine, White, Medium Dry Style",WineWhite,Dinner,2.0,Tablespoons,20,0,0,0.6,0.34,0,0.34,0,0,7.20
06/06/2020,"Olives, Manzanilla, Pimento, Stuff",OliveGreen,Dinner,6.0,Each,24,0,1.80,0,1.20,0,0,0,0,312
06/06/2020,"Papaya by ounce, raw",Papaya,Snacks,24.0,Ounces,168,0,0.96,4.8,66.72,n/a,40.8,12.24,n/a,n/a
06/06/2020,Cherries,Cherry,Snacks,14.0,Pieces,56,0,0,0.37,8.21,n/a,6.72,1.12,n/a,n/a
06/06/2020,Dark Chocolate with Forest Mint,Chocolate,Snacks,1.0,Cube,23,0,0.33,0.5,0.38,0.18,0.22,0.8,0,0
06/06/2020,Coconut Curry,Popcorn,Snacks,50.0,Grams,246,0,12.50,3.57,28.57,1.79,n/a,5.36,n/a,133.93
06/05/2020,Cherries,Cherry,Breakfast,12.0,Pieces,48,0,0,0.32,7.4,n/a,5.76,0.96,n/a,n/a
06/05/2020,"Apricots, Fresh, Whole",Peach,Breakfast,1.0,Each,17,0,0.14,0.49,3.89,0.1,3.23,0.70,0,0.35
06/05/2020,"Honey, Amber",Honey,Lunch,1.0,Teaspoon,21,0,0,0.2,5.77,0,5.75,0.1,0,0.28
06/05/2020,Grape Tomatos,Tomato,Lunch,2.0,Each,9,0,0,0.25,2.40,n/a,n/a,n/a,n/a,n/a
06/05/2020,Olive oil sourdough bread,WhiteBread,Lunch,1.0,Ounce,70,0,1.25,2,13.50,0,1,9.50,0,120
06/05/2020,"Oil, Olive, Extra Virgin",Oil,Lunch,1.0,Tablespoon,119,0,13.50,0,0,2,0,0,0,0
06/05/2020,"Raw Green Cabbage, Shredded",Cabbage,Lunch,0.25,Cup,3,0,0.3,0.28,1.30,0,0.70,0.55,0,4
06/05/2020,Tahini,SpiceYellow,Lunch,1.0,Teaspoon,30,0,2.67,1.17,0.50,0.42,0.33,0.17,0,11.67
06/05/2020,"Cheese, Brie, Soft-Ripened",Cheese,Lunch,1.5,Ounces,152,0,13.67,6.7,0,6.7,0,0,30.37,182.25
06/05/2020,"Bread, Pita, White, Original",Tortilla,Lunch,2.2,Ounces,160,0,0,5.35,33.86,0,1.78,1.78,0,222.75
06/05/2020,"Eggplant, Cubes",Eggplant,Lunch,1.5,Cups,30,0,0.23,1.24,7.1,0.4,2.89,4.18,0,2.46
06/05/2020,"Cucumber, Persian Organic",Cucumber,Lunch,4.0,Each,21,0,0,0,3.56,n/a,n/a,1.78,n/a,n/a
06/05/2020,"Tofu, Medium Firm",Tofu,Dinner,4.0,Ounces,93,0,5.34,10.67,0,0.67,0,0,0,0
06/05/2020,Mapo tofu concentrate 0603/2020,Recipe,Dinner,3.5,Servings,313,0,21.93,24.36,2.80,6.86,1.44,0,79.95,498.70
06/05/2020,Chicken Stock,Soup,Dinner,0.66,Cup,54,0,1.81,3.75,0.62,n/a,n/a,n/a,n/a,n/a
06/05/2020,"Bread, Flour, 100% Organic",SugarWhite,Dinner,60.0,Grams,220,0,0,8,44,0,0,2,0,0
06/05/2020,Olive oil sourdough bread,WhiteBread,Dinner,1.0,Ounce,70,0,1.25,2,13.50,0,1,9.50,0,120
06/05/2020,"Jam, Apricot",Jam,Dinner,1.0,Teaspoon,16,0,0.1,0.5,4.29,0,2.89,0.2,0,2.67
06/05/2020,Peanut Butter,PeanutButter,Dinner,1.0,Tablespoon,95,0,7.50,4,3.50,1,1,1.50,0,20
06/05/2020,Punjabi rajma,Recipe,Snacks,4.0,Servings,75,0,1.72,4.28,4.66,0.17,1.80,4.27,0,9.96
06/05/2020,"Papaya by ounce, raw",Papaya,Snacks,5.0,Ounces,35,0,0.20,0.85,13.90,n/a,8.35,2.55,n/a,n/a
06/05/2020,"Apple, Small",Apple,Snacks,1.0,Each,54,0,0.40,0.50,15,n/a,9.50,1.50,n/a,n/a
06/05/2020,Malort,Alcohol,Snacks,2.0,Fluid ounces,77,0,0,0,0,0,0,0,0,0.33
06/05/2020,"Oatmeal, Oats, Old Fashioned, Dry",Oatmeal,Snacks,0.25,Cup,75,0,1.50,2.50,13.50,0.25,0.50,2,0,0
06/05/2020,"Drink, Whey Protein, Powder",MilkShake,Snacks,0.5,Scoop,60,0,0.50,12,1.50,0.25,0.50,0,15,30
06/04/2020,Bulgarian Yogurt,Yogurt,Breakfast,0.33,Cup,46,0,2.64,4.29,1.65,1.49,1.65,0,8.25,52.80
06/04/2020,"Strawberries, Medium, 1 1/4""",Strawberry,Breakfast,8.0,Each,31,0,0.29,0.64,7.37,0.1,4.69,1.92,0,0.96
06/04/2020,Punjabi rajma,Recipe,Lunch,9.0,Servings,168,0,3.88,9.64,10.49,0.38,4.4,9.60,0,22.41
06/04/2020,"Broccoli, Chopped, Cooked",Broccoli,Lunch,2.0,Cups,109,0,1.28,7.43,22.40,0.22,4.34,10.30,0,127.92
06/04/2020,Bulgarian Yogurt,Yogurt,Lunch,0.25,Cup,35,0,2,3.25,1.25,1.13,1.25,0,6.25,40
06/04/2020,"Cucumber, Persian Organic",Cucumber,Lunch,2.0,Each,11,0,0,0,1.78,n/a,n/a,0.89,n/a,n/a
06/04/2020,"Oil, Olive, Extra Virgin",Oil,Lunch,0.5,Tablespoon,60,0,6.75,0,0,1,0,0,0,0
06/04/2020,Olive oil sourdough bread,WhiteBread,Lunch,1.0,Ounce,70,0,1.25,2,13.50,0,1,9.50,0,120
06/04/2020,"Honey, Amber",Honey,Lunch,1.0,Teaspoon,21,0,0,0.2,5.77,0,5.75,0.1,0,0.28
06/04/2020,"Cheese, Brie, Soft-Ripened",Cheese,Lunch,0.7,Ounce,71,0,6.38,2.83,0,2.83,0,0,14.17,85.5
06/04/2020,"Cucumber, Persian Organic",Cucumber,Dinner,2.0,Each,11,0,0,0,1.78,n/a,n/a,0.89,n/a,n/a
06/04/2020,"Oil, Olive, Extra Virgin",Oil,Dinner,0.5,Tablespoon,60,0,6.75,0,0,1,0,0,0,0
06/04/2020,Bulgarian Yogurt,Yogurt,Dinner,0.25,Cup,35,0,2,3.25,1.25,1.13,1.25,0,6.25,40
06/04/2020,Grape Tomatos,Tomato,Dinner,2.0,Each,9,0,0,0.25,2.40,n/a,n/a,n/a,n/a,n/a
06/04/2020,"Raw Green Cabbage, Shredded",Cabbage,Dinner,0.25,Cup,3,0,0.3,0.28,1.30,0,0.70,0.55,0,4
06/04/2020,"Cucumber, Persian Organic",Cucumber,Dinner,1.0,Each,5,0,0,0,0.89,n/a,n/a,0.44,n/a,n/a
06/04/2020,Jjigae concentrate,Recipe,Dinner,2.0,Servings,148,0,9.77,10.53,3.99,3.15,2.20,0.23,36.86,157.68
06/04/2020,Korean Soybean Paste,Sauce,Dinner,1.0,Tablespoon,33,0,1,1,5,n/a,0,0,0,560
06/04/2020,Zucchini,Zucchini,Dinner,1.6,Ounces,8,0,0.14,0.54,1.41,0.5,1.13,0.45,0,3.63
06/04/2020,Raw Daikon Radish,Radish,Dinner,1.05,Ounces,1,0,0.3,0.5,0.32,n/a,0.18,0.13,n/a,n/a
06/04/2020,"Tofu, Medium Firm",Tofu,Dinner,3.0,Ounces,70,0,4,8,0,0.50,0,0,0,0
06/04/2020,Chicken Stock,Soup,Dinner,0.33,Cup,27,0,0.91,1.87,0.31,n/a,n/a,n/a,n/a,n/a
06/04/2020,7 mixed Grains,Grain,Dinner,0.33,Cup,158,0,1.32,3.96,31.68,0,2.64,5.28,0,0
06/04/2020,"Corn, Yellow, Sweet, Cob, Cooked",Corn,Dinner,1.0,Each,74,0,1.16,2.63,16.15,0.15,3.50,1.85,0,0.77
06/04/2020,Cantalope,Melon,Dinner,12.0,Ounces,115,0,1.20,6.1,58.90,0,51.69,6.1,n/a,105.78
06/04/2020,"Apricots, Fresh, Whole",Peach,Snacks,2.0,Each,34,0,0.27,0.98,7.78,0.1,6.47,1.40,0,0.70
06/04/2020,Clementines,Orange,Snacks,2.0,Pieces,80,0,1,2,20,0,14,4,0,2
06/04/2020,Cherries,Cherry,Snacks,15.0,Pieces,60,0,0,0.40,8.80,n/a,7.20,1.20,n/a,n/a
06/04/2020,"Cheese, Italian, Pecorino Romano, Grated or Shredded",Cheese,Snacks,1.1,Ounces,123,0,8.91,7.80,0,7.80,0,0,33.41,612.55
06/04/2020,Protein powder rice cake bars,Recipe,Snacks,2.0,Servings,184,0,6.28,6.89,25.18,0.84,10.10,1.30,3.75,24.62
06/03/2020,Bulgarian Yogurt,Yogurt,Breakfast,0.33,Cup,46,0,2.64,4.29,1.65,1.49,1.65,0,8.25,52.80
06/03/2020,"Strawberries, Medium, 1 1/4""",Strawberry,Breakfast,5.0,Each,19,0,0.18,0.40,4.61,0.1,2.93,1.20,0,0.60
06/03/2020,"Apricots, Fresh, Whole",Peach,Breakfast,2.0,Each,34,0,0.27,0.98,7.78,0.1,6.47,1.40,0,0.70
06/03/2020,"Bread, Pita, White, Original",Tortilla,Lunch,2.2,Ounces,160,0,0,5.35,33.86,0,1.78,1.78,0,222.75
06/03/2020,"Eggplant, Cubes",Eggplant,Lunch,1.0,Cup,20,0,0.16,0.83,4.67,0.2,1.93,2.79,0,1.64
06/03/2020,"Egg, Large",Egg,Lunch,1.0,Each,72,0,4.75,6.28,0.36,1.56,0.19,0,186,71
06/03/2020,Tahini,SpiceYellow,Lunch,1.0,Teaspoon,30,0,2.67,1.17,0.50,0.42,0.33,0.17,0,11.67
06/03/2020,"Cucumber, Persian Organic",Cucumber,Lunch,1.0,Each,5,0,0,0,0.89,n/a,n/a,0.44,n/a,n/a
06/03/2020,Grape Tomatos,Tomato,Lunch,2.0,Each,9,0,0,0.25,2.40,n/a,n/a,n/a,n/a,n/a
06/03/2020,"Raw Green Cabbage, Shredded",Cabbage,Lunch,0.25,Cup,3,0,0.3,0.28,1.30,0,0.70,0.55,0,4
06/03/2020,Olive oil sourdough bread,WhiteBread,Lunch,1.0,Ounce,70,0,1.25,2,13.50,0,1,9.50,0,120
06/03/2020,"Cheese, Brie, Soft-Ripened",Cheese,Lunch,0.6,Ounce,61,0,5.47,2.43,0,2.43,0,0,12.15,72.90
06/03/2020,"Honey, Amber",Honey,Lunch,1.0,Teaspoon,21,0,0,0.2,5.77,0,5.75,0.1,0,0.28
06/03/2020,"Apple, Small",Apple,Lunch,1.0,Each,54,0,0.40,0.50,15,n/a,9.50,1.50,n/a,n/a
06/03/2020,"Oil, Olive, Extra Virgin",Oil,Lunch,1.0,Tablespoon,119,0,13.50,0,0,2,0,0,0,0
06/03/2020,Cantalope,Melon,Lunch,6.35,Ounces,61,0,0.64,3.18,31.17,0,27.35,3.18,n/a,55.98
06/03/2020,"Fish, Anchovies In Olive Oil",Fish,Lunch,7.0,Pieces,29,0,1.75,3.50,0,0.47,0,0,17.48,1048.95
06/03/2020,Mapo tofu concentrate 0603/2020,Recipe,Dinner,1.75,Servings,157,0,10.97,12.18,1.40,3.43,0.72,0,39.97,249.35
06/03/2020,Chicken Stock,Soup,Dinner,0.33,Cup,27,0,0.91,1.87,0.31,n/a,n/a,n/a,n/a,n/a
06/03/2020,"Tofu, Medium Firm",Tofu,Dinner,2.0,Ounces,47,0,2.67,5.34,0,0.33,0,0,0,0
06/03/2020,Grape Tomatos,Tomato,Dinner,2.0,Each,9,0,0,0.25,2.40,n/a,n/a,n/a,n/a,n/a
06/03/2020,"Raw Green Cabbage, Shredded",Cabbage,Dinner,0.25,Cup,3,0,0.3,0.28,1.30,0,0.70,0.55,0,4
06/03/2020,Tahini,SpiceYellow,Dinner,1.0,Teaspoon,30,0,2.67,1.17,0.50,0.42,0.33,0.17,0,11.67
06/03/2020,"Cheese, Brie, Soft-Ripened",Cheese,Dinner,1.25,Ounces,127,0,11.39,5.6,0,5.6,0,0,25.31,151.87
06/03/2020,"Bread, Pita, White, Original",Tortilla,Dinner,2.2,Ounces,160,0,0,5.35,33.86,0,1.78,1.78,0,222.75
06/03/2020,"Cucumber, Persian Organic",Cucumber,Dinner,1.0,Each,5,0,0,0,0.89,n/a,n/a,0.44,n/a,n/a
06/03/2020,"Jam, Apricot",Jam,Dinner,1.0,Tablespoon,48,0,0.4,0.14,12.88,0,8.68,0.6,0,8
06/03/2020,"Corn, Yellow, Sweet, Cob, Cooked",Corn,Dinner,1.0,Each,74,0,1.16,2.63,16.15,0.15,3.50,1.85,0,0.77
06/03/2020,"Drink, Whey Protein, Powder",MilkShake,Dinner,1.0,Scoop,120,0,1,24,3,0.50,1,0,30,60
06/03/2020,Cherries,Cherry,Snacks,25.0,Pieces,100,0,0,0.67,14.67,n/a,12,2,n/a,n/a
06/03/2020,"Strawberries, Medium, 1 1/4""",Strawberry,Snacks,1.0,Each,4,0,0.4,0.8,0.92,0,0.59,0.24,0,0.12
06/03/2020,"Apple, Small",Apple,Snacks,1.0,Each,54,0,0.40,0.50,15,n/a,9.50,1.50,n/a,n/a
06/03/2020,"Apricots, Fresh, Whole",Peach,Snacks,1.0,Each,17,0,0.14,0.49,3.89,0.1,3.23,0.70,0,0.35
06/02/2020,"Oatmeal, Oats, Old Fashioned, Dry",Oatmeal,Breakfast,0.25,Cup,75,0,1.50,2.50,13.50,0.25,0.50,2,0,0
06/02/2020,"Drink, Whey Protein, Powder",MilkShake,Breakfast,0.5,Scoop,60,0,0.50,12,1.50,0.25,0.50,0,15,30
06/02/2020,Raw Daikon Radish,Radish,Lunch,1.05,Ounces,1,0,0.3,0.5,0.32,n/a,0.18,0.13,n/a,n/a
06/02/2020,"Quinoa, dry",Grain,Lunch,0.25,Cup,170,0,3,5,30,0,4,4,0,5
06/02/2020,"Cheese, Wedge, Queso, Cotija",Cheese,Lunch,0.66,Ounce,80,0,6.68,4.68,0,4.1,0,0,20.5,320.75
06/02/2020,"Tofu, Medium Firm",Tofu,Lunch,5.33,Ounces,124,0,7.11,14.22,0,0.89,0,0,0,0
06/02/2020,"Oil, Olive, Extra Virgin",Oil,Lunch,0.5,Tablespoon,60,0,6.75,0,0,1,0,0,0,0
06/02/2020,Empanada de atun,Dumpling,Lunch,5.0,Ounces,371,0,15.59,12.62,45.36,1.98,5.53,n/a,n/a,1.56
06/02/2020,Gochujang dressing,Recipe,Dinner,1.2,Servings,42,0,0.47,0.47,9.39,0,4.69,0.47,0,328.59
06/02/2020,Veitnamese Rice Vermicelli,Rice,Dinner,43.0,Grams,160,0,0.74,3.56,35.14,0.44,n/a,n/a,n/a,9.79
06/02/2020,Raw Daikon Radish,Radish,Dinner,1.05,Ounces,1,0,0.3,0.5,0.32,n/a,0.18,0.13,n/a,n/a
06/02/2020,"Tofu, Medium Firm",Tofu,Dinner,5.33,Ounces,124,0,7.11,14.22,0,0.89,0,0,0,0
06/02/2020,Zucchini,Zucchini,Dinner,1.6,Ounces,8,0,0.14,0.54,1.41,0.5,1.13,0.45,0,3.63
06/02/2020,"Onion, Yellow Sauteed",Onion,Dinner,0.25,Cup,29,0,2.35,0.21,1.71,0,0,0.37,0,2.61
06/02/2020,Bonito Flakes,Fish,Dinner,1.0,Tablespoon,3,0,0,0.50,0,0,0,0,0.50,2
06/02/2020,"Raw Green Cabbage, Shredded",Cabbage,Dinner,1.0,Cup,11,0,0.10,1.10,5.20,0,2.80,2.20,0,16
06/02/2020,"Oil, Olive, Extra Virgin",Oil,Dinner,1.0,Tablespoon,119,0,13.50,0,0,2,0,0,0,0
06/02/2020,Korean Soybean Paste,Sauce,Dinner,1.0,Tablespoon,33,0,1,1,5,n/a,0,0,0,560
06/02/2020,"Corn, Yellow, Sweet, Cob, Cooked",Corn,Dinner,1.0,Each,74,0,1.16,2.63,16.15,0.15,3.50,1.85,0,0.77
06/02/2020,Clementines,Orange,Snacks,2.0,Pieces,80,0,1,2,20,0,14,4,0,2
06/02/2020,"Apricots, Fresh, Whole",Peach,Snacks,3.0,Each,50,0,0.41,1.47,11.68,0.2,9.70,2.10,0,1.5
06/02/2020,"Strawberries, Large",Strawberry,Snacks,3.0,Each,17,0,0.16,0.36,4.15,0.1,2.64,1.8,0,0.54
06/02/2020,Cantalope,Melon,Snacks,6.35,Ounces,61,0,0.64,3.18,31.17,0,27.35,3.18,n/a,55.98
06/02/2020,Bulgarian Yogurt,Yogurt,Snacks,0.33,Cup,46,0,2.64,4.29,1.65,1.49,1.65,0,8.25,52.80
06/01/2020,"Oatmeal, Oats, Old Fashioned, Dry",Oatmeal,Breakfast,0.25,Cup,75,0,1.50,2.50,13.50,0.25,0.50,2,0,0
06/01/2020,"Drink, Whey Protein, Powder",MilkShake,Breakfast,0.5,Scoop,60,0,0.50,12,1.50,0.25,0.50,0,15,30
06/01/2020,"Egg, Large",Egg,Lunch,1.0,Each,72,0,4.75,6.28,0.36,1.56,0.19,0,186,71
06/01/2020,"Raw Green Cabbage, Shredded",Cabbage,Lunch,0.5,Cup,6,0,0.5,0.55,2.60,0,1.40,1.10,0,8
06/01/2020,"Cheese, Brie, Soft-Ripened",Cheese,Lunch,0.8,Ounce,81,0,7.29,3.24,0,3.24,0,0,16.20,97.20
06/01/2020,Olive oil sourdough bread,WhiteBread,Lunch,4.0,Ounces,280,0,5,8,54,0,4,38,0,480
06/01/2020,"Oil, Olive, Extra Virgin",Oil,Lunch,1.0,Teaspoon,40,0,4.50,0,0,0.67,0,0,0,0
06/01/2020,"Jam, Apricot",Jam,Lunch,1.0,Tablespoon,48,0,0.4,0.14,12.88,0,8.68,0.6,0,8
06/01/2020,Peanut Butter,PeanutButter,Lunch,1.5,Tablespoons,143,0,11.25,6,5.25,1.50,1.50,2.25,0,30
06/01/2020,"Oil, Olive, Extra Virgin",Oil,Dinner,1.0,Tablespoon,119,0,13.50,0,0,2,0,0,0,0
06/01/2020,Zucchini,Zucchini,Dinner,1.6,Ounces,8,0,0.14,0.54,1.41,0.5,1.13,0.45,0,3.63
06/01/2020,Bonito Flakes,Fish,Dinner,1.0,Tablespoon,3,0,0,0.50,0,0,0,0,0.50,2
06/01/2020,Gochujang dressing,Recipe,Dinner,1.2,Servings,42,0,0.47,0.47,9.39,0,4.69,0.47,0,328.59
06/01/2020,Soondubu concentrate 05/21/20,Recipe,Dinner,2.75,Servings,160,0,8.93,12.90,5.73,3.46,5.29,0.15,44.33,96.39
06/01/2020,Chikuwa broiled fish cake,Fish,Dinner,1.2,Ounces,36,0,0,3,5.40,0,1.20,0,6,414
06/01/2020,Raw Daikon Radish,Radish,Dinner,1.05,Ounces,1,0,0.3,0.5,0.32,n/a,0.18,0.13,n/a,n/a
06/01/2020,Veitnamese Rice Vermicelli,Rice,Dinner,45.0,Grams,168,0,0.78,3.72,36.78,0.47,n/a,n/a,n/a,10.24
06/01/2020,"Tofu, Medium Firm",Tofu,Dinner,5.33,Ounces,124,0,7.11,14.22,0,0.89,0,0,0,0
06/01/2020,"Raw Green Cabbage, Shredded",Cabbage,Dinner,1.0,Cup,11,0,0.10,1.10,5.20,0,2.80,2.20,0,16
06/01/2020,"Onion, Yellow Sauteed",Onion,Dinner,0.25,Cup,29,0,2.35,0.21,1.71,0,0,0.37,0,2.61
06/01/2020,Clementines,Orange,Snacks,4.0,Pieces,160,0,2,4,40,0,28,8,0,4
06/01/2020,"Popcorn, Yellow, Kernels",Corn,Snacks,1.33,Tablespoons,105,0,0.49,1.97,11.31,0,0,2.46,n/a,0
06/01/2020,"Oil, Canola",Oil,Snacks,0.5,Teaspoon,20,0,2.33,0,0,0.17,0,0,0,0
06/01/2020,"Sugar, Brown, Light",SugarBrown,Snacks,1.0,Teaspoon,15,0,0,0,4,0,4,0,0,0
06/07/2020,Google Fit Workout,GoogleFit,Exercise,92,minutes,749.205,0
06/07/2020,Steps Calorie Bonus,Default,Exercise,-1,minutes,0.0,0
06/06/2020,Google Fit Workout,GoogleFit,Exercise,41,minutes,193.227,0
06/06/2020,Steps Calorie Bonus,Default,Exercise,-1,minutes,0.0,0
06/05/2020,Google Fit Workout,GoogleFit,Exercise,35,minutes,246.37,0
06/05/2020,Steps Calorie Bonus,Default,Exercise,-1,minutes,0.0,0
06/04/2020,Google Fit Workout,GoogleFit,Exercise,57,minutes,467.464,0
06/04/2020,Steps Calorie Bonus,Default,Exercise,-1,minutes,0.0,0
06/03/2020,Google Fit Workout,GoogleFit,Exercise,70,minutes,571.575,0
06/03/2020,Steps Calorie Bonus,Default,Exercise,-1,minutes,0.0,0
06/02/2020,Google Fit Workout,GoogleFit,Exercise,46,minutes,216.693,0
06/02/2020,Steps Calorie Bonus,Default,Exercise,-1,minutes,0.0,0
