Date,Name,Icon,Type,Quantity,Units,Calories,Deleted,Fat (g),Protein (g),Carbohydrates (g),Saturated Fat (g),Sugars (g),Fiber (g),Cholesterol (mg),Sodium (mg)
05/04/2020,Smashmallow Cinnamon churro,Default,Snacks,10.0,Pieces,200,0,0,2.50,47.50,0,40,0,0,0
05/04/2020,Korean Asian pear,Pear,Snacks,1.0,Each,160,0,6,1.20,26,0,17.20,8.80,0,0
05/10/2020,Google Fit Workout,GoogleFit,Exercise,33,minutes,314.424,0
05/10/2020,Steps Calorie Bonus,Default,Exercise,-1,minutes,0.0,0
05/09/2020,Google Fit Workout,GoogleFit,Exercise,81,minutes,378.239,0
05/09/2020,Google Fit Workout,GoogleFit,Exercise,44,minutes,306.6,0
05/09/2020,Steps Calorie Bonus,Default,Exercise,-1,minutes,0.0,0
05/08/2020,Steps Calorie Bonus,Default,Exercise,-1,minutes,12.2878,0
05/07/2020,Google Fit Workout,GoogleFit,Exercise,55,minutes,260.857,0
05/07/2020,Steps Calorie Bonus,Default,Exercise,-1,minutes,0.0,0
05/06/2020,Google Fit Workout,GoogleFit,Exercise,41,minutes,293.716,0
05/06/2020,Steps Calorie Bonus,Default,Exercise,-1,minutes,0.0,0
05/05/2020,Google Fit Workout,GoogleFit,Exercise,29,minutes,237.701,0
05/05/2020,Steps Calorie Bonus,Default,Exercise,-1,minutes,7.45842,0
05/04/2020,Google Fit Workout,GoogleFit,Exercise,8240,minutes,366.954,0
05/04/2020,Steps Calorie Bonus,Default,Exercise,-1,minutes,0.0,0
